case_index,H,D,B,num_segs,seg_lengths,rules,matched_prefix_arr,sparse_total_avg,sparse_kernel_avg,fia_total_avg,fia_kernel_avg,mask_total_avg,mask_kernel_avg,baseline_total_avg,baseline_kernel_avg,speedup_total,speedup_kernel
103,8,128,8,145,3200|8|5x2|7|11|12|6x2|13|7|9x2|37|8|9|8|10|8|13|14|5|11|12|9|7|6|15x2|5|14|8x2|6|15|13|14x3|6|8|13|6|7|6x2|15|9x3|10|15|14|10|13|6|13|8|6|8|13|10|8|7|14|8|7|9|10|9|12|46|7|13|6|9|5|9|12|13|12|5|12|14|6|8x2|9x2|6|5|14|3|8|16|14|10|13|9|5|14|11|6x2|13|11|5|7|5|8|14|12|13|3|7|5|8|10|15|9|14|10|11|14|5|14|7|15|7|15|7|14|13|9|5|2|8|12|11|10|12|11|12|5|2048;3200|8|14|8|11|7|10|13|7|15|12|11|7|12|6|11|5|8|14|6|7|9|13|5|3|8|9|5x3|7|8|7|6|15|4|11|14|5|14|13|7|14|8|15|6|12|15|13|6|3|7|4|7|12|13|8|7|13|7|10|49|5|12|10|14|15|13|42|13|8|14|15x2|11|50|11|10|11|9|8|4|6|14|11x2|15|8|6|10|12|17|11|13|14|7x2|5|2|10x2|9|15|2|7|14x2|10|12x2|8|12|8|6|14|9|2|14|12|23|14|6|8|15|5|9|15|12|14|5|12|8x2|6|13|14|5|44|7|11|5|7|47|26|2048;2400|8|3|14|3|8|15|8|15|14|10|11|5|14|7|12|13|15|13|10|9|10|11|8|15|11|3|11x2|12|40|9|6|3|10|13x3|5|9|6|8x3|5|12|14|15x2|13|11|10|6|7|39|14|24|11|13|3|8|15|9|5|8|2|14|9|15|9x2|12|5|36|8|15|9|10|14|11|14|9|7|14|4|13|8|6|9|15|9|15|13|6|10|7|36|7|15|9|14|6x2|15|10|2|13|14|13|15|5x2|15|7|12x2|11|15x2|9|11|7|9|5|27|15|12|7|13|8|5|6|7|9|6|10|7|14|11|14|12|6|30|5|2048;2000|8|15|13|7|13|11x2|9|8|14|9|15|11|7|13|8|11|15|12|6|14|7|6|9|14x2|11|3|13|6x2|5|11|9|32|11|7|6|11|14|13|10|5x2|10|11|8|15|13|15|14|12|3|5|3|2|10|6|14x2|11|14|9x2|13|12|5|9|7|8|13|11x2|4|14|8|15|13|5|4|5|13|22|6|46|6|15|8|11x2|2|11|8|35|15|12x2|8|14|10|15|10|15|7|11|9|14|5x2|11|13|9|7|9|7|12x2|6|7|11|7|15|11|12|11|12|5|12|5|6|12|9|6|9|13|7|12|8|5|15|9x2|13|1800;3200|8|14|7|13|7|13|15|4|8|13|14|12|10|7|9|10|11|10|7|12|7|5|9|8|11|6|9|5|12x2|15|8x2|10|5|11|15|41|9|10|15|9|11|7|6|8|6|13|10x2|4|9|5x2|6|8|6|15|7|9|14|15|5|7|6|3|14|11|10x2|15|9|14|8|14|12|11|8|15|9|8|11|4|9|8|2|5|12|10|5|9|10|11|14|4|6x2|13|6|8x2|13|3|11|17|5|2|9|6|7|9|8|12|7|15|11|15|2|7|8|5|12|13|10|38|12|13|3|14|8|3|8|7|6|14|37|13|12|11|14x2|12|15|1200;3200|8|12|13|45|8|11|7|10x2|6|7|15|11|14|12|2|6|15|9|12|7|6|31|46|10x2|5|47|11|8|13|5|23|10|12|5|7|6|10|7|16|14|7x3|15|6|11|10|7x2|9|14|11|14|12|5|8|5|11|10|14|8|10|14|15|8|7|6|7|13|6|9|14|8|6|33|2|30|7|5|15|7|8|15|7|12|9|13|6|9|13|11|13|11|17|5|13|15|10|7x2|14|9|6|12|14|12|7|5|18|10|5|11x2|14|12|7|13x2|5|16|7x2|15|8|2|8|14|12|14|9x2|14x2|15|9|12|7|10|14|15|7|2048;3200|8|12|6|8|6x2|5x2|10|12|15x2|13|7x2|6|7|8|10|7|13|11|10|6x2|5|14|9x2|13|6|5x2|11|14|9|11|15|10|14|4|10|15|50|9|14|7|9|8|9|11x2|7x2|6|11|7x2|9|6|13|10|6|10|11|9|14|6|13x2|8|9|5|7|2|9|10|9|11|15|10|14|7x2|13|7|12|14|12|35|11|3|2|9|6|11|9|11|5|14x2|8|5|3|14|10|13|6|10|11|6|11|13|9x2|15|14|10|5|10|7|3|6|14|10|11|13|14|12|7|6|12|9|6|12|2|12|13|14|5|13|8|13|1024;1600|8|12x2|8|11|14|7|11|10|13|6|11|15|7|12|15|8|12|9|15|5|12|7|13|6|7|14|9|7|10|13|12|5|8|14|3|13|12|10|9|13|10|7|14x2|12|5|12|13|8|6|13|11|13|10|6|7|9|11|5|6|12|45|11|10|3|11|6x2|10|2|5|9|8|9|5|3|14|10|15|13|8|35|10|14|10|13|14|8|5|13x2|15|11|8|7|10x2|14|3|6|15|40|9|8|7|10|6|9|6x2|12|2|7|9|7|5|14|15|14|8x2|14|10|35|11x2|7|6x2|12|8|12|7|13|6|14|10|11x2|35|6|7|2048,0|1|2x143,0x8,14041.32,6291.97,12327.58,11907.68,2309.08,676.63,14636.66,12584.31,1.0424,2.0001
114,8,128,8,194,2400|8|12|11x2|15|25|2|11|8|7|17|2|10|11|4|15|13|10|15|13|6|13|7|9|15|10|15|11|2|29|9|3|9x2|6|8|7|11|10|15|8|12|11|13|8|14|7|13|8|13|7x2|9x3|5|12|3|13|15|12|7|11|15|13|12|14|5|14|9|15|6|12|8|14|13|2|9|13|12|15|10|12|5|8|6|9|12|6|12|9|13|5|15|8|4|12|7|11|15|6|2|9|11|10|6|10x2|2|6|2|11|9|15|14x2|7|10|30|8|5|6|7|13|49|11|14|10|13|15|27|5|11|15|37|22|12|14|9|15|13|12|15x2|4|11|7|9|10|13x3|9|7|10|3|15|10|9|20|5|10|12|2|13|6|9|7|15|9|8|7|14|5|15|7|15x2|6|11x2|7|38|6|11|14|7|12|13|8x2|7|1800;3200|8|5|14|8|3|5|13x2|11|4|43|12|15|10|5|12|39|15x2|14|13|7|13|6|11|9|4|11|15|5|7|5|14|9x2|10|3|14|12|6|4|2|9|11|9|15|6|14|10|14|11|6|12|5|7|2|10|11|8|11|5|6|10|12x2|5|32|13|12|3|12|15|2|7|48|5|10|11|10|13|9|6|9|15|12|13|12|4|9|14|2|15|11|8|10|6|8|12|6|12|11|6|8|14|5|3|10|12|7|5|14|4|11|5|14|8|5|6|14|10|7|6|5|10|5|13|7|5|35|12|8|38|5|6|13|5|12|11|14|13|15|14|13|7|49|15|10|12|9|4|9|12|14|6|7|2|15|13|11|8|7|10|14|6|9|15|22|14|9|5|9|10|5|9|11|12|5|13|6|15|7x2|15|10|3|5|13x2|6|10|12|11|2048;3200|8|16|13|12x2|13|9|2|7|14|13|8|13|5|7x2|8|9|5|7|15|7|13|12|10|44|12|5|10|7|3x2|14|7|14|43|8|14|2|6|13|9|6|13|12|8|14|12|15|14|19|11|14|12|5|10|7|5|8|28|15|7|15|3|15|8|11|13|12|13|10|8|14|11|8|11|9|14|6|14|8|14|6|11|13|7|12|42|4|25|5|7x2|6|5|8|5|15|3|10|6|13|8|12|9|7|11|13|7|5|10x2|5|12|7|8|14|8|3|11|5|10|7x2|45|8|13x2|10|8|14|6|8|15|7|12|4|13|12|15|13|7|49|8|12|11|14|11|9|14|5|6|12|13|11|7|5|25|8|49|13|6|11|13|12|6|11|14|7|11|15|8|5|10|8|15|3|15|12x2|10x2|11|10|3|10|13|9|8|12|5x2|1800;2000|8x2|6|5|11|7|11|8|14|3|8|6|12|11x2|13|12|37|12|13|7|8|10|13|12|8|9|15x2|11x2|9|6|8|12|15x2|6|7|10|15|8|4|15|12|8|13|7|14|10|15|8|12x2|7|34|14|6|10|11|8|24x2|50|7|5|9|21|13|12x2|8|14|7x2|10|7|2|9|40|15x2|7|9|14|15|8|10|7|2|5x2|31|7|9|11|14|5|10|11|9x2|3|11|9|12|5|14|10x2|8|11|6|14|15|13x3|12|11|3|7|15|12|9x2|6|7|15|6|13|8|13|5|9|11|6|13|9|5|26|5|13|7|12|13|8|11|6|50|12|5|2|10|5|7|9|13|11|9|13|15|11|5|12x2|10|11|15|14|11|49|7|12|11|15|13|12|15|13|6x2|13|14|6|11|6|8|10|14|13|12|2048;2000|8|7x2|11|7|12|6|11|14|13|12|13|10|7|22|11|10|9|3|15|12|8|14|10|8|9|10|7|13|11|9|8|15|5|10|9|11x2|8|9|15|10|12|2|7|11|12|7|8|14x2|8|5|12|8|14|8x2|15|32|5|13|50|48|15|9|5|12|7|15|5|46|10|13|7|15|14|8|10|15|13|12|6|10|14|15|8|13|7|12|14|10|5|21|9|14|10|11|15|11|8|9x3|2|6x2|9|49|11|10|7|12|5|20|9|13|12|3|13|35|9|5|15|8|13|14|15|8|9|15|11|7|8|13|6|11x2|9|7|14|15|6|12|28|10|5|7|13|12|10|12|11|14|9|5|7|5x2|12|14|4|10|9|7|6|36|11x3|13|10|6|12|5|13x2|9|44|13|6|8|15|12|13|6|8|6|14|11|13|28|2048;2000|8|6|15x2|13|12|4|31|10|7|8|14|3|13|9|5|7|15|10x2|9|8|5|21|8|15|7|38|9|25|6|42|7|14x2|7|6|15|10|5|11|13|15|5|14|10|7|8|7|45|9|12|10|9x2|14|6x2|13|7|13|10|11|6|8|13|11|9|14|12|14|39|12|6|14|13|7|15|11|15|24|15|14|11|6|10|6|14|10|9|45|6|13|9|8|5|6|14|11|10|6|2|8|10|15|7x3|11|10|12|7|15|7|12|6|12|5|13|15|11|8|23|8|14|9|30|11|15|10|6x2|12|11|7|5|3|7|15|7|12|7x2|5|14|15|8|15|9|5|6|14|15|6x2|37|11|10|15|12|3|7|8|14|10|6|2|8|4|11|4|8|10|14|9|5x2|13|7|3|6|8|15|11|6|8|10|15x2|12|9|6|1024;2000|8|7|6|5|11|5|7|8|15|7|12|8|15|12x2|15|8|7|13|14|15x2|12|13|9|7|11|6|12|8|14|15|11|12|9|25|14x2|9|29|6|5|13|12|4|14|9|5|24|41|14|10|15|11|13|11|13|9|11|9|10|7|12|8|7|2|13|12|5|10|5|10|14|15|8|13|12|14|6|36|7|9|10|12|2|46|6|5|6|5|15|23|13x3|11|20|8|10|11|10|13|15|12|4|6|14|11|9x2|6|13x2|5|6x2|10|6|5|12|9|12|9|10|15|8x2|9|7x2|14|10|9|13|28|15x2|4|12|14|16|8|6|15|7x2|9|12|15|7|14|11|8|6|14|11|10|8|18|12|6|8|13|10|11|36|6|11|7|10|8|6|10x2|11|10|15|10|2|8|9|13|11|13|15|12|10|12|13|12|6|15|2048;1600|8|7|6|12|10x2|12|9|11|2|10|12|3|12|11|3x2|11|5|10|7|10x2|14|13|7x2|12|9|10|9|7|31|6|10|7|5|3|8|49|27|10|9|12|9|12|28|10|6|11|3|8|12|5|10|15|11|7|15|6|5|8|9|13|6x2|9|7|8|5|8|14x2|9|35|12|14|8|5|13|11|8|12|3|12|7|8|15|13|12|14|15|7|10|5|8|7|11|3|8|3|15|13|5x3|12|10|15|10|12|9|7|5x2|12x3|14|5|10x2|8|13|7|23|5|8|14|13|7|9x2|6|12|10|12|11|6x2|7|9|11|12|13|7x2|6|5|12x2|15|12|11|15|14|8|12|7|15|7|14|13|14|45|14|13|11|8|10|6|15|6|9|11|6|11x2|20|13|11|10|12|10|15|8|15|11|7|6|10|13|1024,0|1|2x192,0x8,14654.20,6608.85,13325.24,12930.34,2496.36,813.80,15821.59,13744.13,1.0797,2.0797
118,8,128,4,658,2000|8|12|14|9x2|12|14|13|14x2|11|15|6|14|11|15|13|12x2|13|14|8|14|4|7|15|12|10|2|5|7|39|11|7|13|9|20|11|9|12|10|12|14|6|13|14|11|13|7|44|11|6|5|4|15|12|9|7|6|13|9|12|13x2|10|5|15|8|9|6x2|5|6|7|6|14|10|6|10|8|10|8|10|5|9|5|12|5|9|5|9|6|9|12|9|7|11x2|5|8|11|8|6|12|3|10|15|10|12|7|14|7|11|9|6|13|6|10|6|13|7|15x2|6x2|15|3|13|15|11|8|9|14x2|13|11x2|6|13|8|13|7|11|15|8|5|14|9|12|8|6|14|10|6|7|9|5x3|6|10|7|6|5|14|5|10|5|13x2|4|12|5|12|15|12|15x2|9|4|13x2|12|26|5|13|9x3|7|11|6|30|9|2|12|9x3|10x2|15x2|10|8|5|9|15|13|14x2|12|9|12|28|13|11|12|7|6|8|3|11|13|14|5|21|12|7|46|5|13x2|15|12|4|7|14x2|11|13x2|7|24|6|8|11|9|15|8|11|7|13|9|15|37|36|5|14|6|34|5x2|9|11|8|7|8|7|14|12|14|3|8|3|14|13|8|15|9|4|12|9|11|8x2|11|13|6|4|7|10|6|4|40|10|7x2|10|8|11|7|10|11|15|2|12|14x2|9|15|9|6|12x2|9|13|8|11|12|14|9|4|14|15|8|7|14|15|5|15|9|6x2|12x2|8|15|6|14|7|14|13|8|15|14x2|40|11|9|12|7|15|6|15|12|8|6|14|12|5|13|9|14|9|12|7|15x2|5|6|12|8|11|7|48|9|28|13|14|13x2|12|9|6|14x2|7|9x2|12|7|9x2|4|9|15|14|5|6|9|11|7x2|11|5|6|5|12|6|13|5|15|13|15|4|8|9|2|9|13|7|13|8x2|13|2|13|14x2|39|8|14x2|12|9|12|3|7|4|7|6|10|11|15|7|6|7|5x2|46|13|8x2|6|3|9|7|10|11x2|15|14|48|6|12|15|11|6|13|4|14|9x2|10|7|12|29|45|29|9|5|9|12|8x2|5|15|9|4|13|37|10|12|48|7|6|9|12|5|8|6|7|13|5|2|9|26|8|23|14|12|7|9|15|9|12|14|46|8|9|8|6|11|14|12|6|12|7|6|12|5|15|10|9|15|9|13|6|11|5|15|12|5|7|13|11|15|11|13|15|5|8|15|12|10|13|5|10|5|14|5|6|2|9|13|6|9|6|2|7|11|9|14|6|7|12|9|10|9|5|11x2|8|15|6|12|49|8|11|15|6|10|15|12|10|12|5|9|13|12|9|13|7|9|14|5|11|17|11|41|10|11|9|5|14|8|14|45|15|13|11|7|3|5|14|7|14|12|6|9|6|5|7|14|7|11x2|5|7|13|14|15|22|10|15|18|7|8|7|9|3|8|12|13|5|1024;2000|8|5|14|12|14|15|6|7|14|10|9|15|14|8x2|7|8|12|11x2|15|12|9|2|10|7|11|15|10|14|11|15|6|10|5|40|7|6|12|15|5|12|15|5|12|14|12|13|9|18|12|7|6|7|9|10x2|14|10|12|14|7|40|11|12|13|14|15|14|9|14|5|14|13|15|13x2|5|11|8|14|8|7|5|14|7|15|11|14x2|13|14|15|10|6|5|13|11|10|11|12x2|10|7|14|7x2|38|46|10|9|6|14|13|7|6|7|10x2|5|15|5|12x2|8|6|5|41|7|11|8|7|13|8|12|11|7|8|14|10|8|13|6|5|13|7|5|3|15x2|13|9|14|10|15x2|3|5|6|20|6|9|14|7|13|11x2|6|5|9|2|14|7x2|15|13|9x2|8|12|14|7|3|7|10|3|13x2|9|8|10x3|12|15|12|7x2|5|13|8|14|11|10|14|9|5|6|10|8x2|9|13|5|8|11|10|11|8x2|6|9|7|6x2|10|14|13|14|7|13|16|12|11|14|34|8|7|3|2|27|13|12|6|12|4|22|15|8|7|13|12|5|14|7|14|4|15|6|7|12|40|13|15|14|6|11|15x2|9|10|9|10|7|15|9|13|5|6|12|8|10|7|8|24|10|9|6|11|13|15|13|11|10|6|14|7|14|8|5|10|5|15|10x2|13|15|11|7|13|11x2|10|14|7|5|40|12|10|15|16|9|13|12|15|13|14|43|15|14|15|8|14|5|3|15|7|27|12|14|12|13|6|14x2|10|11|4|12|9x2|6|10|11|14|15|7|15|3|12|11x2|8x2|14|12|5x2|6|10x2|6|15|13|8|11|13|6|12|5|11|8|9x2|26|24|31|14|5x2|14|8|5|9|5|10|11|10|7|10|13|34|9|12|8|10|31|8|12|7x2|11|15|3|9|6x2|12|6|9|31|8|7|11|15|2|22|14|7|19|6|12|5|13|19|5|6|5x2|13|3|11|15|10|3|13|11|15|8|10|8|10|11|13x2|15|14|8|11|6|9|12x2|7|6|13|12|5|9|2|15|12|47|15|4|5|15|8|15|13|2|10x2|7|4|5x2|6|5|13|6x2|50|5|15|6|14|10|15|11|12|13|2|15|9|10|7|14|13|15|7|15|5|15|12|9|13|6|13|14|3|10|14|12|2|13|10|12|15|4|11|6|9|14|12|8|10|32|15x2|14|7|10|12|9|10|12|9|13|7|11|14|11|10|9|10|14x2|15|4|5|9|11|7|8|12|8|14|15|14|5|3|10|12|13|4|8|6|9|13|10|14|9|4|6|31|13|14|6|9|14x2|2|11|7|6x2|13|10|9|10|7|6|26|5x2|8|19|8|6|5|14x2|7|12|11|8|9|14|2|13|5|13|7|15|6x2|8|12|13|11|6|13|12|9|13|6|7|12|5|7|15|19|5|13|12|43|32|8|23|7|9|13|7|13|9|1024;2000|8x2|4x2|5x2|14|9|14|13|8|9x2|8x2|50|6|10|11|8x2|15|12|7|9|8|12|7|13|5|4|15|13|10|15|11|10|41|14|7|24|8|7|10|6|12|4|13|8|38|15|5|6|8|13|8|5|8|12|6|12|6|5|10x2|15|9|10|5|12|6|4|11|4|6|12|10|7|9|15|5|14|13|9|6|13|15|11x2|9|14|6|8|14|7x2|9|15x2|5x2|13|12x2|15|12|5|15|5|6x2|10|7|9|15|10|12|15|10|5|13|12|5|14|43|9x2|12|7|5|9|8|12|9|8x2|12|15|29|12|5|7|44|11|15|13|6|9|6|9|11x2|13|14|5|12|8|18|13|7x2|13x2|5|8|13|7|9|14|12|7|8|14|5|14|12|11|7|9|13|9x4|12|14|12|11|9|35|13|6|5x2|13|9x3|8|6|15|7|14|5|13|5|12|7x2|11|15|9|7|15|28|7|15|14|6|13|11|8|6|12|9|12|9x2|5|7|14|6|15x3|8|14|15|6x2|13|6|7|10|15|9|12|8|12|9|15|13|11|49|11|15|5|14|11|7|14|13|15|7|41|4|6|5x2|7|14|6|8|10|14|10|8|7|11|12|14|5|10|12|5|15x2|12|3|6|14|11|5|6|15|14|2|11|35|14|13|5|15|14|8|9|14|6|7x2|9|10|35|14|9|15|6|11|12x2|6|5|10|11|9|11|12|9|6|9|13|14|8|12|7|9|3|5|2|15|8|5|7|9|12|15|7|10|15|12|9|10|9|5|12|3|8|12|14|12|11|5|12|3|6|3|5x2|8|15|10|5x2|9x2|7|15|2|5|13|6x2|14|11x2|9|13|19|8|9x2|6x2|11|7|8|6|10|8x2|14|13|12|10|11|7|15x2|14x2|5|15|10|11|10|6x2|14|15|25|7|5|15|8|3|8|9|11|12|7x3|11|7|14|10|12|15|10|13x2|14|11|13|9|10|15|8x2|2|13|14|8|15|14|11|9|5|13|15|6x2|12|10|31|8|32|7|15|13|12x2|11|5x2|14|11|6x2|7x2|15|12|5|7|9|6|9|5|12|37|9|10|7|11|15|7|46|6|5|11|14|13|15|14|30|14|11|10|7|6|21|14|8|10|5|12|13|44|40|11|6|8|14|7|10|6|9x2|12|43|10|11|14|5|10|9x2|5|10|11|6|11|6|13x2|11|12|7|5|12|15|12|11|15|12|8|15|11|6|12|11|5|14|6|8|13|11|13|2|9|7|11|10|14|15|10|7|10|12|8|14|9|13|10|6|7|15|10|13|5|8|11|14|11|14|11|4|9x2|7x2|14|15|12|11|6|13|5|6|9|7|18|8|14|13|8|6x2|12|11|5|14|7|8x2|12|15|10|5|14|13|10|12|5|6|13|5|14|11|14|13|8|15|10|11|14x2|9|15x2|8|10|15|9|5|2048;2000|8|9|8|6x2|9|12|14|7|8|9x2|3|9|15|6|14|10|46|11|12|10|11|7|8|2|12|8|9x2|8x3|15|6|11|6|8|9|6|11|15|10|6|4|6|8|12|6|9|11|8x2|10|6|8|12|11|5|4|5|15|9|8|13|12|8|6x2|8|5|14|9x3|11x2|5|15|8|13|11|12|7|6|12|5|6|15|7|24|10|9|14|5|8|5|12|11|14|10|19|7|11|12|9|15|5x2|9|5|12x2|2|12|11|9|10|8x2|12|34|14|2|6|5|13|8|5x2|2|8|5|8|14|11x2|10|14|6|11|14|10|5|23|5|15|7|6|5|14|9|10x3|12|9|10|7|10|6|10|12|8|4|13|15|6|12|14|8|12|7|9|2|7|11x2|8|15x2|13|9|5|12|13|11|10|12|14|15|24|5|11x2|10|9|14|9|8|9|10|11x2|8x2|13|15|8|15|6|25|15|6|7|6|15|6|5|14|12|11|12|20|15|5|12|2|6|12|7|13|15|8x2|10|13|5|12x2|9|13x2|9|6|5|15x2|10|12|10|9|4|5|7|13|6|14|13|12|11|9|11|49|15|10|14|10|6|4|15|11x2|6|3|11|9|15|11|8|10|15|11|15|21|15|8|6x2|13|15|11|5|2|11|12|8|10|12x2|5|11|14|15x2|12|14|6|14|13|12|13|8|14|7|15|11|2|10|13|6|10|4|11|10|3|8|6|7|9|6|7|10|12|43|15|14x2|10|14|5|2|15|5|6|21|8|15|13|9|14|12|15|9|15|11|13|29|3|12|5|10|9|14|8|42|23|6x2|11|6|12|15|6|8|9|14|15|9|34|10x3|15|10|6|11|7|5|12|13|14|15|6x2|4|5|12x2|9|10|13x2|7|10|3|2|7|15|13x2|14|11x2|3|9|2|11|6|13|15|14|13|12|14|10|12|9|12|14|9|14|10|9|11x2|9|11|15|6|5|13|14|13|5|13|7|15|10|8|10|13|7|5|15|7|8|11|3x2|10x2|4|8|11|12|5|8|15x2|11|7|11|5|15|30|11|13x2|11|12|10x3|8|11|10|9|11|13|7|49|5|7|6|7|11|5|3|7|6|3|12|7|12|13|7|8|11|6|5|11|25|9|13|14|6|15|31|13|8|5|13|6x2|10|5x2|15|10|9|13x3|12|7|10|14|7|5|6|10|9|15|11|5|9|13|14|8|14|8|14x2|7x2|9|11|13x2|7|14|7|5|9|5|8|13|7|14|15|13x2|11|12|13|14x2|8|7|15|11|12|13|6x2|14|7|6|10|7|13|10|7|4|6|8|6|15|11|6|11|49|9|22|12|8|32|15|12|11|7|5|14|5|8|15|5|15x2|13|14|12|10|14|13|3|12|6|12|6|15|6|9|13|2|14x2|2|3|2|14|15|4|11|13x2|6|8|6|9|15|8|3|5|15|1800,0|1|2x656,0x4,16219.77,9302.13,16508.43,16256.62,3113.50,1868.57,19621.93,18125.19,1.2098,1.9485
144,8,64,1,4,1600|8|200|1200,0|1|2x2,0,1245.00,230.23,463.08,321.34,82.44,35.26,545.52,356.61,0.4382,1.5489
147,8,64,8,4,2200|8|200|1024;1700|8|100|1100;2440|8|200|2048;1600|8|600|1900;3300|8|200|1300;1700|8|300|2100;1780|8|700|1200;2048|8|500|1800,0|1|2x2,0x8,6171.38,2740.46,5095.10,4858.73,1077.04,350.62,6172.14,5209.35,1.0001,1.9009
152,8,64,1,4,1600|8|5|1200,0|1|2x2,0,1226.82,189.73,452.48,326.24,110.73,36.34,563.21,362.58,0.4591,1.9110
162,8,64,1,66,1600|8|5x63|1200,0|1|2x64,0,1465.35,273.66,561.98,425.00,124.28,58.53,686.26,483.53,0.4683,1.7669
170,8,64,1,1027,1600|8|5x1024|1200,0|1|2x1025,0,2991.47,1467.51,2141.39,2050.47,1224.40,1186.74,3365.79,3237.21,1.1251,2.2059
171,8,64,1,4,1600|8|4|1200,0|1|2x2,0,1178.93,190.29,486.59,324.35,140.56,35.31,627.15,359.66,0.5320,1.8901
178,8,64,1,4,1600|8|512|1200,0|1|2x2,0,1487.60,272.69,564.77,406.01,131.44,50.92,696.22,456.93,0.4680,1.6756
181,8,64,1,67,2000|8|16x64|1200,0|1|2x65,0,1653.32,460.97,780.78,656.95,97.19,58.37,877.97,715.32,0.5310,1.5518
196,8,64,1,35,2400|8|5x32|1024,0|1|2x33,0,1424.33,342.71,629.41,497.15,92.78,54.92,722.19,552.06,0.5070,1.6109
216,8,64,1,4,1600|8|5|1200,0|1|2x2,512,1148.42,192.10,430.83,328.74,74.44,36.27,505.27,365.01,0.4400,1.9001
217,8,64,1,4,1600|8|5|1200,0|1|2x2,1024,1191.13,191.90,457.89,320.71,81.05,36.50,538.94,357.22,0.4525,1.8614
240,8,64,8,7,2000|8|13|34|10x2|1800;2000|8|14|12|10|6|2048;3200|8|9|15|11|10|2048;1600|8|7|13|5x2|2048;2000|8|10|4|5x2|1200;1600|8|14|12|7|11|1800;1600|8|42|9|4|9|1024;3200|8|15x2|18|7|2048,0|1|2x5,0x8,5772.89,2640.91,5541.50,5269.19,1060.73,349.52,6602.23,5618.71,1.1437,2.1276
